tripduration,starttime,startstationid,startstationlatitude,startstationlongitude,endstationid,usertype
852,2019-01-01 08:22:18,3127,40.74966,-73.9521,3130,Customer
865,2019-01-01 08:22:26,353,40.68539567,-73.97431458,3585,Subscriber
243,2019-01-01 08:22:50,330,40.71450451,-74.00562789,360,Subscriber
704,2019-01-01 08:23:06,3474,40.7252557,-74.00412083,546,Subscriber
116,2019-01-01 08:23:13,326,40.72953837,-73.98426726,432,Subscriber
449,2019-01-01 08:23:28,490,40.751551,-73.993934,480,Subscriber
1336,2019-01-01 08:24:10,3674,40.70140317,-73.9867267,376,Subscriber
163,2019-01-01 08:24:17,328,40.72405549,-74.00965965,128,Subscriber
2592,2019-01-01 08:24:29,502,40.714215,-73.981346,426,Subscriber
518,2019-01-01 08:24:44,281,40.7643971,-73.97371465,3233,Customer
505,2019-01-01 08:24:53,281,40.7643971,-73.97371465,3233,Customer
921,2019-01-01 08:24:55,3453,40.71335226,-73.94910336,3118,Subscriber
355,2019-01-01 08:25:06,293,40.73020661,-73.99102628,445,Subscriber
178,2019-01-01 08:25:45,400,40.71926081,-73.98178024,393,Subscriber
378,2019-01-01 08:25:55,2021,40.75929124,-73.98859651,359,Subscriber
153,2019-01-01 08:25:52,3314,40.7937704,-73.971888,3434,Subscriber
439,2019-01-01 08:26:06,3331,40.8013434,-73.97114574,3293,Subscriber
897,2019-01-01 08:26:13,487,40.73314259,-73.97573881,212,Subscriber
915,2019-01-01 08:26:22,504,40.73221853,-73.98165557,529,Subscriber
686,2019-01-01 08:26:24,3255,40.75058535,-73.99468482,265,Subscriber
120,2019-01-01 08:26:25,492,40.75019995,-73.99093085,486,Subscriber
1005,2019-01-01 08:27:00,368,40.73038599,-74.00214988,3173,Subscriber
2668,2019-01-01 08:27:02,3295,40.79127,-73.964839,281,Subscriber
315,2019-01-01 08:26:59,447,40.76370739,-73.9851615,524,Subscriber
752,2019-01-01 08:27:04,120,40.68676793,-73.95928168,2002,Subscriber
83,2019-01-01 08:27:48,266,40.72368361,-73.97574813,339,Subscriber
704,2019-01-01 08:27:55,2000,40.70255088,-73.98940236,245,Subscriber
760,2019-01-01 08:28:27,3604,40.6630619,-73.9538746,3057,Subscriber
1508,2019-01-01 08:28:50,432,40.72621788,-73.98379855,3167,Subscriber
1801,2019-01-01 08:29:13,3165,40.77579377,-73.97620574,3137,Subscriber
113,2019-01-01 08:29:09,3175,40.77748046,-73.98288594,3164,Subscriber
760,2019-01-01 08:29:25,339,40.72580614,-73.97422494,503,Subscriber
974,2019-01-01 08:29:22,332,40.71219906,-73.97948148,337,Subscriber
380,2019-01-01 08:29:29,362,40.75172632,-73.98753523,379,Subscriber
307,2019-01-01 08:29:39,393,40.72299208,-73.97995466,342,Subscriber
411,2019-01-01 08:29:55,3699,40.76360468,-73.98917958,3167,Subscriber
1096,2019-01-01 08:30:04,357,40.73261787,-73.99158043,529,Subscriber
472,2019-01-01 08:30:21,3307,40.7941654,-73.974124,3320,Subscriber
226,2019-01-01 08:30:30,3147,40.77801203,-73.95407149,3140,Subscriber
1148,2019-01-01 08:30:38,509,40.7454973,-74.00197139,530,Subscriber
165,2019-01-01 08:31:14,460,40.71285887,-73.96590294,2002,Subscriber
583,2019-01-01 08:31:39,494,40.74734825,-73.99723551,3684,Subscriber
88,2019-01-01 08:31:56,536,40.74144387,-73.97536082,528,Subscriber
1481,2019-01-01 08:32:04,507,40.73912601,-73.97973776,396,Subscriber
401,2019-01-01 08:32:13,3263,40.72951496,-73.9907527,402,Subscriber
316,2019-01-01 08:32:16,426,40.71754834,-74.01322069,3256,Subscriber
943,2019-01-01 08:32:33,3160,40.77896784,-73.97374737,3299,Subscriber
949,2019-01-01 08:32:36,3002,40.711512,-74.015756,3427,Subscriber
135,2019-01-01 08:32:39,504,40.73221853,-73.98165557,545,Subscriber
876,2019-01-01 08:32:45,3295,40.79127,-73.964839,3540,Subscriber
257,2019-01-01 08:32:51,432,40.72621788,-73.98379855,3263,Customer
625,2019-01-01 08:32:52,3660,40.74102151,-74.00138497,447,Subscriber
820,2019-01-01 08:32:58,3718,40.72746421,-73.97950418,3435,Subscriber
609,2019-01-01 08:33:02,447,40.76370739,-73.9851615,362,Subscriber
132,2019-01-01 08:33:20,304,40.70463334,-74.01361706,360,Subscriber
198,2019-01-01 08:33:09,3301,40.7919557,-73.968087,3341,Subscriber
288,2019-01-01 08:33:17,223,40.73781509,-73.99994661,254,Subscriber
492,2019-01-01 08:33:35,168,40.73971301,-73.99456405,485,Subscriber
2574,2019-01-01 08:33:41,3256,40.72771408,-74.01129574,3256,Subscriber
1346,2019-01-01 08:33:57,3435,40.718822,-73.99596,143,Subscriber
281,2019-01-01 08:34:06,3169,40.78720869,-73.98128127,3170,Subscriber
343,2019-01-01 08:34:13,3354,40.668132,-73.97363831,3304,Subscriber
635,2019-01-01 08:34:44,339,40.72580614,-73.97422494,491,Subscriber
1054,2019-01-01 08:34:41,2002,40.716887,-73.963198,229,Subscriber
2130,2019-01-01 08:34:51,3529,40.8107922,-73.9430681,3531,Subscriber
804,2019-01-01 08:35:22,3422,40.6859296,-74.00242364,3422,Subscriber
815,2019-01-01 08:35:32,3259,40.74937024,-73.99923384,2003,Subscriber
529,2019-01-01 08:35:35,394,40.72521311,-73.97768752,285,Subscriber
275,2019-01-01 08:35:53,3170,40.78499979,-73.97283406,3167,Subscriber
166,2019-01-01 08:36:06,3102,40.72179134,-73.9504154,3715,Subscriber
505,2019-01-01 08:36:27,3687,40.74322681,-73.97449784,379,Subscriber
1592,2019-01-01 08:36:57,3502,40.7954121,-73.9441232,3345,Subscriber
1360,2019-01-01 08:36:57,3172,40.7785669,-73.97754961,3680,Subscriber
1676,2019-01-01 08:37:08,532,40.710451,-73.960876,438,Customer
216,2019-01-01 08:37:07,223,40.73781509,-73.99994661,346,Subscriber
388,2019-01-01 08:37:14,3378,40.773763,-73.96222088,3336,Subscriber
1350,2019-01-01 08:37:12,3369,40.7724607,-73.9468208,3231,Subscriber
1272,2019-01-01 08:37:15,532,40.710451,-73.960876,401,Customer
1168,2019-01-01 08:37:24,532,40.710451,-73.960876,312,Customer
446,2019-01-01 08:37:28,3151,40.7728384,-73.94989233,3375,Subscriber
287,2019-01-01 08:37:28,334,40.74238787,-73.99726235,3684,Subscriber
262,2019-01-01 08:37:29,3358,40.6711978,-73.97484126,3335,Subscriber
446,2019-01-01 08:37:59,3434,40.79025417,-73.9771834,3159,Subscriber
384,2019-01-01 08:38:04,356,40.71622644,-73.98261206,473,Subscriber
440,2019-01-01 08:38:05,3081,40.711863,-73.944024,532,Subscriber
218,2019-01-01 08:38:06,3585,40.6691783,-73.9554162,3599,Subscriber
578,2019-01-01 08:38:33,455,40.75001986,-73.96905301,3135,Subscriber
325,2019-01-01 08:38:41,398,40.69165183,-73.9999786,3389,Subscriber
267,2019-01-01 08:38:47,454,40.75455731,-73.96592976,455,Subscriber
447,2019-01-01 08:38:56,3255,40.75058535,-73.99468482,168,Subscriber
149,2019-01-01 08:38:58,3656,40.72307749,-73.98583621,317,Subscriber
2379,2019-01-01 08:39:02,545,40.736502,-73.97809472,3457,Subscriber
543,2019-01-01 08:39:12,387,40.71273266,-74.0046073,260,Customer
1124,2019-01-01 08:39:34,3457,40.76302594,-73.97209525,362,Subscriber
379,2019-01-01 08:39:42,244,40.69196035,-73.96536851,3232,Subscriber
708,2019-01-01 08:39:47,409,40.6906495,-73.95643107,324,Subscriber
326,2019-01-01 08:39:51,3050,40.6851532,-73.94111,3050,Subscriber
283,2019-01-01 08:39:51,502,40.714215,-73.981346,295,Subscriber
315,2019-01-01 08:39:58,450,40.76227205,-73.98788205,72,Subscriber
241,2019-01-01 08:40:11,3289,40.79017948,-73.97288918,3314,Subscriber
732,2019-01-01 08:40:25,302,40.72082834,-73.97793172,296,Subscriber
737,2019-01-01 08:40:51,350,40.71559509,-73.9870295,357,Subscriber
222,2019-01-01 08:41:04,3546,40.6791944,-73.9587903,3562,Subscriber
224,2019-01-01 08:41:13,3361,40.6740886,-73.9787282,3304,Subscriber
317,2019-01-01 08:41:18,3490,40.796879,-73.937261,3387,Subscriber
1010,2019-01-01 08:41:28,365,40.68223166,-73.9614583,2002,Subscriber
113,2019-01-01 08:41:30,2003,40.73381219,-73.98054421,504,Subscriber
260,2019-01-01 08:41:32,3560,40.754876,-73.934326,3129,Subscriber
1699,2019-01-01 08:41:34,380,40.73401143,-74.00293877,3660,Subscriber
115,2019-01-01 08:41:43,304,40.70463334,-74.01361706,360,Subscriber
1104,2019-01-01 08:41:41,411,40.72228087,-73.97668709,337,Subscriber
464,2019-01-01 08:41:41,3529,40.8107922,-73.9430681,3367,Subscriber
123,2019-01-01 08:41:46,402,40.7403432,-73.98955109,491,Subscriber
247,2019-01-01 08:41:51,303,40.72362738,-73.99949601,229,Subscriber
1168,2019-01-01 08:42:01,519,40.751873,-73.977706,238,Subscriber
561,2019-01-01 08:42:05,3175,40.77748046,-73.98288594,281,Subscriber
1621,2019-01-01 08:42:15,3659,40.74294892,-74.00413692,389,Subscriber
673,2019-01-01 08:42:17,302,40.72082834,-73.97793172,151,Subscriber
609,2019-01-01 08:42:26,3350,40.7973721,-73.97041192,3171,Subscriber
2039,2019-01-01 08:42:27,3701,40.70831794,-74.00504082,363,Subscriber
312,2019-01-01 08:42:38,312,40.722055,-73.989111,3718,Subscriber
304,2019-01-01 08:42:56,3435,40.718822,-73.99596,2009,Subscriber
563,2019-01-01 08:42:56,3457,40.76302594,-73.97209525,3137,Subscriber
460,2019-01-01 08:43:03,528,40.74290902,-73.97706058,285,Subscriber
654,2019-01-01 08:43:05,279,40.707873,-74.00167,279,Customer
355,2019-01-01 08:43:08,3072,40.70583339,-73.94644578,3080,Subscriber
838,2019-01-01 08:43:13,2009,40.71117444,-73.99682619,317,Subscriber
376,2019-01-01 08:44:19,3263,40.72951496,-73.9907527,297,Subscriber
129,2019-01-01 08:44:08,402,40.7403432,-73.98955109,491,Subscriber
349,2019-01-01 08:44:12,545,40.736502,-73.97809472,540,Subscriber
594,2019-01-01 08:44:24,470,40.74345335,-74.00004031,524,Subscriber
212,2019-01-01 08:44:29,245,40.69327018,-73.97703874,239,Subscriber
588,2019-01-01 08:44:32,279,40.707873,-74.00167,279,Customer
504,2019-01-01 08:44:44,317,40.72453734,-73.98185424,368,Subscriber
533,2019-01-01 08:44:52,3057,40.69128258,-73.9452416,3068,Subscriber
1157,2019-01-01 08:44:55,3562,40.6765198,-73.9596082,3599,Subscriber
346,2019-01-01 08:45:17,3538,40.802692,-73.96295,3540,Subscriber
256,2019-01-01 08:45:27,502,40.714215,-73.981346,311,Subscriber
283,2019-01-01 08:45:21,3499,40.8006721,-73.9349,3497,Subscriber
396,2019-01-01 08:45:30,358,40.73291553,-74.00711384,293,Subscriber
381,2019-01-01 08:45:35,285,40.73454567,-73.99074142,3660,Subscriber
329,2019-01-01 08:45:43,393,40.72299208,-73.97995466,251,Subscriber
423,2019-01-01 08:46:14,350,40.71559509,-73.9870295,295,Subscriber
151,2019-01-01 08:46:04,491,40.74096374,-73.98602213,402,Subscriber
75,2019-01-01 08:46:36,3094,40.7169811,-73.94485918,3086,Subscriber
149,2019-01-01 08:46:38,3474,40.7252557,-74.00412083,368,Subscriber
313,2019-01-01 08:46:48,479,40.76019252,-73.9912551,490,Subscriber
880,2019-01-01 08:46:52,3092,40.7190095,-73.95852515,3648,Subscriber
227,2019-01-01 08:46:53,482,40.73935542,-73.99931783,497,Subscriber
664,2019-01-01 08:46:59,454,40.75455731,-73.96592976,499,Subscriber
1774,2019-01-01 08:47:02,2022,40.759107,-73.959223,332,Subscriber
400,2019-01-01 08:47:04,421,40.69573398,-73.97129668,2000,Subscriber
400,2019-01-01 08:47:06,3314,40.7937704,-73.971888,3162,Subscriber
266,2019-01-01 08:47:05,3697,40.77515953,-73.98918696,422,Subscriber
437,2019-01-01 08:47:09,361,40.71605866,-73.99190759,3263,Subscriber
119,2019-01-01 08:47:13,3400,40.7961535,-73.94782145,3502,Subscriber
226,2019-01-01 08:47:20,268,40.71910537,-73.99973337,531,Subscriber
857,2019-01-01 08:47:40,328,40.72405549,-74.00965965,328,Subscriber
277,2019-01-01 08:47:45,410,40.72066442,-73.98517977,473,Subscriber
2056,2019-01-01 08:47:48,245,40.69327018,-73.97703874,3076,Subscriber
1571,2019-01-01 08:48:04,507,40.73912601,-73.97973776,296,Subscriber
319,2019-01-01 08:48:16,3167,40.77966809,-73.98093045,3283,Subscriber
1729,2019-01-01 08:48:18,460,40.71285887,-73.96590294,3427,Subscriber
1433,2019-01-01 08:48:20,393,40.72299208,-73.97995466,3142,Subscriber
298,2019-01-01 08:48:36,446,40.74487634,-73.99529885,503,Subscriber
773,2019-01-01 08:48:54,3165,40.77579377,-73.97620574,3336,Subscriber
213,2019-01-01 08:49:13,3310,40.663779,-73.98396846,3310,Subscriber
1511,2019-01-01 08:49:27,3712,40.75469175,-73.99740189,3293,Subscriber
512,2019-01-01 08:49:48,340,40.71269042,-73.98776323,361,Subscriber
105,2019-01-01 08:49:50,304,40.70463334,-74.01361706,360,Subscriber
507,2019-01-01 08:50:05,301,40.72217444,-73.98368779,412,Subscriber
130,2019-01-01 08:50:06,402,40.7403432,-73.98955109,491,Subscriber
65,2019-01-01 08:50:26,3086,40.715143,-73.944507,3094,Subscriber
1974,2019-01-01 08:50:24,3547,40.8143256,-73.9590255,423,Subscriber
67,2019-01-01 08:50:34,402,40.7403432,-73.98955109,491,Subscriber
183,2019-01-01 08:50:41,3459,40.75763228,-73.96930575,3243,Subscriber
301,2019-01-01 08:50:58,410,40.72066442,-73.98517977,411,Subscriber
1336,2019-01-01 08:50:57,319,40.711066,-74.009447,3711,Subscriber
443,2019-01-01 08:51:00,2012,40.739445,-73.976806,339,Subscriber
914,2019-01-01 08:51:02,402,40.7403432,-73.98955109,349,Subscriber
707,2019-01-01 08:51:06,3086,40.715143,-73.944507,3113,Subscriber
286,2019-01-01 08:51:28,487,40.73314259,-73.97573881,2012,Subscriber
636,2019-01-01 08:51:33,529,40.7575699,-73.99098507,402,Subscriber
270,2019-01-01 08:51:36,529,40.7575699,-73.99098507,513,Subscriber
274,2019-01-01 08:51:40,546,40.74444921,-73.98303529,285,Subscriber
1479,2019-01-01 08:51:45,3684,40.73756121,-74.00398269,3086,Subscriber
763,2019-01-01 08:51:55,394,40.72521311,-73.97768752,368,Subscriber
190,2019-01-01 08:52:04,382,40.73492695,-73.99200509,335,Subscriber
280,2019-01-01 08:52:16,3346,40.67514684,-73.97523209,3368,Subscriber
1758,2019-01-01 08:52:12,478,40.76030096,-73.99884222,2008,Subscriber
838,2019-01-01 08:52:11,3116,40.73266,-73.95826,460,Subscriber
232,2019-01-01 08:52:15,239,40.69196566,-73.9813018,245,Subscriber
1091,2019-01-01 08:52:36,3547,40.8143256,-73.9590255,3496,Subscriber
295,2019-01-01 08:52:52,229,40.72743423,-73.99379025,252,Subscriber
303,2019-01-01 08:53:00,3135,40.77112927,-73.95772297,3231,Subscriber
1449,2019-01-01 08:52:52,3360,40.7829391,-73.9786517,3172,Customer
1595,2019-01-01 08:53:00,341,40.71782143,-73.97628939,315,Subscriber
246,2019-01-01 08:53:00,3684,40.73756121,-74.00398269,334,Subscriber
505,2019-01-01 08:52:56,3360,40.7829391,-73.9786517,3164,Customer
113,2019-01-01 08:53:09,402,40.7403432,-73.98955109,491,Subscriber
356,2019-01-01 08:53:11,247,40.73535398,-74.00483091,462,Subscriber
290,2019-01-01 08:53:20,2000,40.70255088,-73.98940236,314,Subscriber
392,2019-01-01 08:53:28,344,40.6851443,-73.95380904,3637,Subscriber
439,2019-01-01 08:53:49,3715,40.71816969,-73.95520136,3093,Customer
311,2019-01-01 08:54:07,3321,40.6831164,-73.99785267,3402,Subscriber
2510,2019-01-01 08:54:02,347,40.728846,-74.008591,315,Subscriber
329,2019-01-01 08:54:07,3637,40.68323865,-73.96599591,437,Subscriber
296,2019-01-01 08:54:24,3081,40.711863,-73.944024,3452,Subscriber
1374,2019-01-01 08:54:35,467,40.68312489,-73.97895137,467,Subscriber
1809,2019-01-01 08:54:40,304,40.70463334,-74.01361706,501,Subscriber
67,2019-01-01 08:54:42,402,40.7403432,-73.98955109,491,Subscriber
251,2019-01-01 08:54:45,252,40.73226398,-73.99852205,128,Subscriber
524,2019-01-01 08:54:48,3349,40.6729679,-73.97087984,3423,Subscriber
1548,2019-01-01 08:54:55,376,40.70862144,-74.00722156,545,Subscriber
423,2019-01-01 08:55:02,3526,40.7747878,-73.9125551,3616,Subscriber
559,2019-01-01 08:55:03,228,40.7546011,-73.97187886,3431,Customer
306,2019-01-01 08:55:05,3310,40.663779,-73.98396846,3354,Subscriber
388,2019-01-01 08:55:27,368,40.73038599,-74.00214988,402,Subscriber
624,2019-01-01 08:55:30,3372,40.7689738,-73.95482273,485,Subscriber
144,2019-01-01 08:55:36,3087,40.71413311,-73.95234386,539,Subscriber
172,2019-01-01 08:55:35,3581,40.6740123,-73.9671457,3663,Subscriber
3523,2019-01-01 08:55:40,3263,40.72951496,-73.9907527,3263,Subscriber
1195,2019-01-01 08:55:49,3697,40.77515953,-73.98918696,435,Subscriber
499,2019-01-01 08:55:49,3663,40.67716489,-73.97382796,3663,Subscriber
339,2019-01-01 08:55:53,3086,40.715143,-73.944507,539,Subscriber
763,2019-01-01 08:55:57,127,40.73172428,-74.00674436,3680,Subscriber
129,2019-01-01 08:56:18,402,40.7403432,-73.98955109,491,Subscriber
438,2019-01-01 08:56:41,228,40.7546011,-73.97187886,3431,Customer
432,2019-01-01 08:56:46,3290,40.7779453,-73.946041,3156,Subscriber
619,2019-01-01 08:57:09,259,40.70122128,-74.01234218,296,Subscriber
7900,2019-01-01 08:57:17,432,40.72621788,-73.98379855,3623,Subscriber
299,2019-01-01 08:57:34,3486,40.68841743,-73.98451656,3486,Subscriber
429,2019-01-01 08:58:11,3335,40.6772744,-73.98282002,3382,Subscriber
441,2019-01-01 08:58:20,304,40.70463334,-74.01361706,386,Subscriber
406,2019-01-01 08:58:43,2012,40.739445,-73.976806,519,Subscriber
277,2019-01-01 08:58:48,3258,40.75018156,-74.00218427,446,Subscriber
93,2019-01-01 08:58:47,402,40.7403432,-73.98955109,491,Subscriber
401,2019-01-01 08:58:54,3383,40.804213,-73.96699104,3314,Subscriber
188,2019-01-01 08:58:57,402,40.7403432,-73.98955109,491,Subscriber
883,2019-01-01 08:58:56,3360,40.7829391,-73.9786517,3141,Subscriber
2564,2019-01-01 08:59:02,3467,40.72494672,-74.00165856,525,Subscriber
313,2019-01-01 08:58:59,3697,40.77515953,-73.98918696,3175,Subscriber
325,2019-01-01 08:59:04,3423,40.66106337,-73.97945255,3349,Subscriber
164,2019-01-01 08:59:23,3177,40.7867947,-73.977112,3314,Subscriber
281,2019-01-01 08:59:31,502,40.714215,-73.981346,307,Subscriber
181,2019-01-01 08:59:47,478,40.76030096,-73.99884222,495,Subscriber
262,2019-01-01 08:59:49,420,40.68764484,-73.96968902,3648,Subscriber
127,2019-01-01 08:51:51,3431,40.746524,-73.977885,167,Subscriber
508,2019-01-01 07:27:23,3164,40.7770575,-73.97898475,520,Subscriber
197,2019-01-01 07:46:14,3164,40.7770575,-73.97898475,3158,Subscriber
725,2019-01-01 08:49:16,3164,40.7770575,-73.97898475,3289,Subscriber
558,2019-01-02 07:00:16,515,40.76009437,-73.99461843,468,Subscriber
394,2019-01-02 07:00:07,3335,40.6772744,-73.98282002,3358,Subscriber
762,2019-01-02 07:00:09,458,40.751396,-74.005226,2023,Subscriber
2666,2019-01-02 07:00:10,3312,40.7817212,-73.94594,128,Subscriber
570,2019-01-02 07:00:13,3117,40.73564,-73.95866,3092,Subscriber
535,2019-01-02 07:00:17,482,40.73935542,-73.99931783,533,Subscriber
1161,2019-01-02 07:00:17,3671,40.77477945,-73.95427465,3443,Subscriber
184,2019-01-02 07:00:17,447,40.76370739,-73.9851615,480,Subscriber
1550,2019-01-02 07:00:18,3664,40.72019521,-74.01030064,3443,Subscriber
206,2019-01-02 07:00:21,355,40.71602118,-73.99974372,257,Subscriber
1420,2019-01-02 07:00:23,379,40.749156,-73.9916,3129,Subscriber
930,2019-01-02 07:00:23,3071,40.70538077,-73.94976519,343,Subscriber
531,2019-01-02 07:00:33,3233,40.75724568,-73.97805914,480,Subscriber
194,2019-01-02 07:00:30,2003,40.73381219,-73.98054421,297,Subscriber
438,2019-01-02 07:00:36,237,40.73047309,-73.98672378,3660,Subscriber
345,2019-01-02 07:00:38,3354,40.668132,-73.97363831,3663,Subscriber
595,2019-01-02 07:00:41,450,40.76227205,-73.98788205,3172,Subscriber
206,2019-01-02 07:00:41,327,40.7153379,-74.01658354,3664,Subscriber
740,2019-01-02 07:00:48,359,40.75510267,-73.97498696,3141,Subscriber
667,2019-01-02 07:00:48,3660,40.74102151,-74.00138497,3235,Subscriber
174,2019-01-02 07:00:51,456,40.7597108,-73.97402311,3223,Subscriber
181,2019-01-02 07:00:53,3398,40.6746957,-73.99785768,3395,Subscriber
1946,2019-01-02 07:00:57,519,40.751873,-73.977706,259,Subscriber
340,2019-01-02 07:00:58,3400,40.7961535,-73.94782145,3507,Subscriber
152,2019-01-02 07:00:58,468,40.7652654,-73.98192338,423,Subscriber
925,2019-01-02 07:01:01,3236,40.75898481,-73.99379969,3472,Subscriber
377,2019-01-02 07:01:08,492,40.75019995,-73.99093085,3687,Subscriber
136,2019-01-02 07:01:09,326,40.72953837,-73.98426726,432,Subscriber
299,2019-01-02 07:01:10,3305,40.7811223,-73.94965589,3336,Subscriber
1844,2019-01-02 07:01:17,3400,40.7961535,-73.94782145,3156,Subscriber
192,2019-01-02 07:01:18,3388,40.6828003,-73.99990419,3382,Subscriber
1147,2019-01-02 07:01:26,514,40.76087502,-74.00277668,382,Subscriber
1090,2019-01-02 07:01:39,3663,40.67716489,-73.97382796,195,Subscriber
233,2019-01-02 07:01:37,358,40.73291553,-74.00711384,368,Subscriber
1215,2019-01-02 07:01:33,3085,40.71469,-73.95739,3574,Subscriber
1121,2019-01-02 07:01:39,128,40.72710258,-74.00297088,3680,Subscriber
169,2019-01-02 07:01:37,3118,40.73555,-73.95284,3115,Subscriber
3971,2019-01-02 07:01:41,491,40.74096374,-73.98602213,297,Subscriber
1253,2019-01-02 07:01:42,494,40.74734825,-73.99723551,3656,Subscriber
399,2019-01-02 07:01:45,495,40.76269882,-73.99301222,359,Subscriber
417,2019-01-02 07:01:45,3102,40.72179134,-73.9504154,539,Subscriber
956,2019-01-02 07:01:48,3168,40.78472675,-73.96961715,3233,Subscriber
432,2019-01-02 07:01:49,501,40.744219,-73.97121214,3235,Subscriber
367,2019-01-02 07:01:54,238,40.7361967,-74.00859207,459,Subscriber
570,2019-01-02 07:01:57,3263,40.72951496,-73.9907527,435,Subscriber
375,2019-01-02 07:01:59,349,40.71850211,-73.98329859,151,Subscriber
1351,2019-01-02 07:01:59,522,40.75714758,-73.97207836,461,Subscriber
393,2019-01-02 07:01:59,501,40.744219,-73.97121214,359,Subscriber
700,2019-01-02 07:02:04,417,40.71291224,-74.01020234,349,Subscriber
1492,2019-01-02 07:02:12,417,40.71291224,-74.01020234,3332,Subscriber
458,2019-01-02 07:02:13,3164,40.7770575,-73.97898475,173,Subscriber
642,2019-01-02 07:02:15,501,40.744219,-73.97121214,359,Subscriber
370,2019-01-02 07:02:13,501,40.744219,-73.97121214,167,Subscriber
536,2019-01-02 07:02:17,509,40.7454973,-74.00197139,540,Subscriber
518,2019-01-02 07:02:26,501,40.744219,-73.97121214,522,Subscriber
506,2019-01-02 07:02:25,379,40.749156,-73.9916,3443,Subscriber
400,2019-01-02 07:02:25,3255,40.75058535,-73.99468482,540,Subscriber
272,2019-01-02 07:02:35,173,40.76068327,-73.98452729,495,Subscriber
250,2019-01-02 07:02:36,320,40.717571,-74.005549,128,Subscriber
318,2019-01-02 07:02:33,316,40.70955958,-74.00653609,415,Subscriber
531,2019-01-02 07:02:34,319,40.711066,-74.009447,3664,Subscriber
778,2019-01-02 07:02:38,342,40.71739973,-73.98016555,376,Subscriber
306,2019-01-02 07:02:56,546,40.74444921,-73.98303529,2012,Customer
1010,2019-01-02 07:02:42,3285,40.78839,-73.9747,493,Subscriber
272,2019-01-02 07:02:41,504,40.73221853,-73.98165557,2012,Subscriber
1952,2019-01-02 07:02:42,3236,40.75898481,-73.99379969,3390,Subscriber
784,2019-01-02 07:02:48,495,40.76269882,-73.99301222,446,Subscriber
662,2019-01-02 07:02:56,501,40.744219,-73.97121214,305,Subscriber
524,2019-01-02 07:02:47,146,40.71625008,-74.0091059,2008,Subscriber
2178,2019-01-02 07:02:59,515,40.76009437,-73.99461843,360,Subscriber
1470,2019-01-02 07:02:47,3553,40.801694,-73.957145,455,Subscriber
725,2019-01-02 07:02:58,487,40.73314259,-73.97573881,293,Subscriber
270,2019-01-02 07:02:56,3558,40.6794388,-73.9680438,3419,Subscriber
375,2019-01-02 07:03:17,445,40.72740794,-73.98142006,545,Subscriber
773,2019-01-02 07:03:08,501,40.744219,-73.97121214,3141,Subscriber
323,2019-01-02 07:03:13,501,40.744219,-73.97121214,507,Subscriber
583,2019-01-02 07:03:13,501,40.744219,-73.97121214,359,Subscriber
796,2019-01-02 07:03:14,312,40.722055,-73.989111,351,Subscriber
1331,2019-01-02 07:03:14,366,40.693261,-73.968896,3427,Subscriber
1152,2019-01-02 07:03:19,3301,40.7919557,-73.968087,422,Subscriber
934,2019-01-02 07:03:17,501,40.744219,-73.97121214,3457,Subscriber
817,2019-01-02 07:03:19,401,40.72019576,-73.98997825,3002,Subscriber
1100,2019-01-02 07:03:32,128,40.72710258,-74.00297088,3443,Subscriber
